date	minute	lat	lon	depth	mag
30-Mar-1998	305	47.539	-70.296	11.1	-0.3
03-Apr-1998	1149	47.768	-69.869	23.6	1.2
03-Apr-1998	967	47.475	-70.145	20.6	1.2
05-Apr-1998	572	47.441	-70.432	14.6	1.3
12-Apr-1998	833	47.414	-70.418	2	1.1
12-Apr-1998	91	47.528	-70.384	2.2	1.1
13-Apr-1998	339	47.273	-70.45	14.3	0.8
17-Apr-1998	200	47.544	-70.259	13.1	0
19-Apr-1998	1143	47.54	-70.28	13.7	1.4
28-Apr-1998	465	47.399	-70.188	15.5	0.9
29-Apr-1998	1063	47.465	-70.112	10.6	1.2
01-May-1998	694	47.413	-70.382	14.7	1.5
01-May-1998	539	47.382	-70.483	9	0.9
02-May-1998	230	47.296	-70.558	18	0.1
03-May-1998	1273	47.441	-70.402	18	-0.4
03-May-1998	1041	47.561	-70.332	18	-0.7
03-May-1998	464	47.612	-70.238	5.8	-0.4
08-May-1998	913	47.5	-69.936	14.8	-0.2
08-May-1998	558	47.638	-70.202	11.8	1.3
08-May-1998	356	47.436	-70.339	10	-0.8
09-May-1998	44	47.422	-70.227	7.6	-0.7
11-May-1998	277	47.458	-70.429	8.2	1.7
14-May-1998	370	47.501	-70.074	7.7	-0.7
19-May-1998	818	47.544	-69.994	11	2
19-May-1998	76	47.347	-70.382	6.8	2.4
29-May-1998	1306	47.409	-70.481	9.1	1.3
29-May-1998	10	47.596	-69.939	11.7	-0.3
30-May-1998	594	47.624	-70.213	18	-0.2
31-May-1998	150	47.666	-69.972	23.4	-0.7
02-Jun-1998	1077	47.432	-70.42	11.2	1.4
04-Jun-1998	134	47.632	-70.274	16.9	-0.5
07-Jun-1998	712	46.58	-69.282	18	1.9
15-Jun-1998	531	47.756	-70.134	8.3	-0.7
16-Jun-1998	573	47.488	-69.977	13	2
20-Jun-1998	784	47.611	-69.918	12.6	1.2
23-Jun-1998	1059	47.73	-69.922	24	2.2
03-Jul-1998	1433	47.182	-70.728	18	1.5
07-Jul-1998	241	47.426	-70.05	11.2	-0.2
14-Jul-1998	920	47.452	-70.179	13.8	-0.3
16-Jul-1998	1176	47.667	-70.155	8.4	1.5
18-Jul-1998	1331	47.458	-70.162	24.8	-0.4
19-Jul-1998	501	46.885	-70.865	18	1.8
21-Jul-1998	1036	47.703	-70.096	6	1.6
21-Jul-1998	606	47.706	-70.101	5.8	1.4
26-Jul-1998	633	47.645	-70.173	9.4	0.9
26-Jul-1998	237	47.429	-70.429	4.4	-0.1
30-Jul-1998	1339	47.395	-70.379	19.9	1.4
31-Jul-1998	1308	47.317	-70.428	7.8	2
01-Aug-1998	1337	47.457	-70.408	4	1.8
02-Aug-1998	256	47.448	-70.442	4	1.1
06-Aug-1998	169	47.443	-70.068	13.8	1.2
06-Aug-1998	144	47.707	-70.09	12.1	-0.2
08-Aug-1998	923	47.723	-70.055	18	1.2
08-Aug-1998	112	47.692	-70.093	6.4	1.7
09-Aug-1998	962	47.28	-70.59	18	1.7
13-Aug-1998	1323	47.511	-70.023	13.8	1.1
13-Aug-1998	616	47.402	-70.312	11.8	-0.8
15-Aug-1998	284	47.245	-70.466	7.8	-0.5
19-Aug-1998	961	47.413	-70.376	16.7	-0.2
19-Aug-1998	768	47.596	-70.191	0	1.6
22-Aug-1998	1146	47.736	-69.906	21.2	-0.5
22-Aug-1998	764	47.672	-69.806	10.9	-0.8
22-Aug-1998	348	47.463	-70.001	11.7	-0.9
24-Aug-1998	66	47.754	-70.185	3.2	1.4
25-Aug-1998	1062	47.508	-69.975	13.3	-0.3
25-Aug-1998	768	47.46	-70.151	16.6	-0.4
29-Aug-1998	1116	47.42	-70.433	5.5	2.1
30-Aug-1998	669	47.449	-70.355	7.8	0.9
31-Aug-1998	251	47.529	-70.368	8.4	-0.7
02-Sep-1998	444	48.192	-69.294	18	1.8
02-Sep-1998	415	48.173	-69.286	18	2.2
05-Sep-1998	1402	48.258	-69.666	18	1.5
06-Sep-1998	810	47.398	-70.518	0	1.7
14-Sep-1998	311	47.615	-70.205	13.2	1.2
15-Sep-1998	470	47.329	-70.404	5.6	1.9
21-Sep-1998	897	47.231	-70.474	11.8	1.8
21-Sep-1998	747	47.587	-70.224	4.9	-0.5
22-Sep-1998	1281	47.733	-70.036	5.8	2.2
28-Sep-1998	962	47.52	-69.967	11.9	-0.7
30-Sep-1998	522	47.562	-70.39	9.5	0.7
04-Oct-1998	1312	47.686	-69.869	12.6	1.1
04-Oct-1998	1268	47.39	-70.443	11	1.9
04-Oct-1998	900	47.495	-70.099	21.7	1
08-Oct-1998	169	47.431	-70.097	18	-0.2
13-Oct-1998	786	47.727	-69.846	11.8	1.3
14-Oct-1998	659	47.452	-70.387	11.3	1
17-Oct-1998	970	47.678	-70.195	10	-0.7
17-Oct-1998	821	47.597	-70.291	18	-0.9
21-Oct-1998	464	47.558	-70.284	9.8	2.6
26-Oct-1998	1184	47.577	-70.239	6.4	0.8
05-Nov-1998	279	47.109	-70.967	18	1.6
12-Nov-1998	119	47.52	-70.3	18	-0.6
15-Nov-1998	432	47.606	-70.233	11.3	0.7
15-Nov-1998	164	47.581	-70.236	3	-0.6
17-Nov-1998	19	47.414	-70.331	10.8	1.3
20-Nov-1998	1378	47.649	-70.158	8.7	1
20-Nov-1998	808	47.646	-70.354	18	1.4
22-Nov-1998	772	47.557	-70.314	10.9	-1
22-Nov-1998	771	47.557	-70.314	10.9	-1.5
28-Nov-1998	796	47.128	-70.416	18	1.1
28-Nov-1998	510	47.387	-70.342	10.6	-0.6
29-Nov-1998	583	47.569	-70.264	7.1	-0.7
30-Nov-1998	1084	47.53	-69.881	14	-0.2
30-Nov-1998	477	47.556	-70.25	14.6	-0.6
30-Nov-1998	459	47.548	-70.085	19.3	-0.9
04-Dec-1998	541	47.483	-70.37	16.9	-0.7
09-Dec-1998	852	47.582	-69.993	8.5	-0.4
20-Dec-1998	723	47.68	-70.183	4.5	1.6
20-Dec-1998	423	47.536	-70.379	5.6	-0.9
22-Dec-1998	1404	47.628	-70.19	11.5	-0.6
23-Dec-1998	1164	47.575	-69.987	18	-0.4
23-Dec-1998	989	47.532	-70.342	18	-1.1
24-Dec-1998	1396	47.543	-70.293	18	-0.8
25-Dec-1998	1006	47.35	-70.306	9.7	2.4
27-Dec-1998	1025	47.569	-70.29	9	-0.3
28-Dec-1998	1140	47.597	-70.183	10	-0.8
30-Dec-1998	221	47.694	-70.068	9.2	0
05-Jan-1999	1013	47.484	-70.08	13.6	-0.5
08-Jan-1999	661	47.428	-69.998	13.9	-0.3
10-Jan-1999	129	47.478	-70.095	12.5	-1
12-Jan-1999	1376	47.435	-70.411	6.3	-0.2
15-Jan-1999	586	47.441	-70.404	6.2	-0.6
16-Jan-1999	366	47.425	-70.236	13.5	1.2
16-Jan-1999	316	47.612	-70.246	6.5	1.4
18-Jan-1999	653	47.409	-70.049	11	-0.7
23-Jan-1999	1029	47.613	-70.232	5.8	-1
25-Jan-1999	342	47.393	-70.389	13.1	1.8
31-Jan-1999	1009	47.708	-69.805	10.8	-1.1
31-Jan-1999	8	46.914	-70.155	18	1.2
02-Feb-1999	278	47.35	-70.445	13	1.6
03-Feb-1999	625	47.637	-70.177	14.9	-0.4
12-Feb-1999	1432	47.466	-70.061	16.4	-0.8
12-Feb-1999	1142	47.525	-70.517	16.2	0.9
12-Feb-1999	768	47.168	-70.886	18	1.4
12-Feb-1999	764	47.151	-70.893	18	2
14-Feb-1999	1334	47.525	-70.031	14.9	-0.6
16-Feb-1999	446	47.554	-70.237	9.6	-0.5
18-Feb-1999	1257	47.446	-70.065	7.8	-0.3
18-Feb-1999	656	47.487	-70.36	18	-0.9
18-Feb-1999	321	47.502	-69.963	12.6	1
19-Feb-1999	1040	47.349	-70.31	9.9	1.6
19-Feb-1999	125	47.705	-70.078	13.3	1.2
20-Feb-1999	386	47.439	-70.41	7.2	-0.4
23-Feb-1999	70	48.018	-70.674	18	2.7
24-Feb-1999	1410	47.606	-70.253	18	-0.8
27-Feb-1999	0	47.19	-70.282	5.7	1.6
01-Mar-1999	1236	47.462	-70.384	5	0
03-Mar-1999	303	46.878	-71.26	18	1.8
05-Mar-1999	1167	47.283	-70.279	20.5	1.2
07-Mar-1999	1191	47.596	-70.208	13.7	-0.6
07-Mar-1999	62	48.329	-69.507	18	1.1
08-Mar-1999	518	47.346	-70.378	6.7	0.9
09-Mar-1999	295	47.453	-70.125	10.1	-0.8
14-Mar-1999	14	47.28	-70.423	7.8	0.9
22-Mar-1999	184	47.419	-70.391	20.3	0.8
23-Mar-1999	1358	47.484	-69.976	11.9	-0.5
24-Mar-1999	788	47.399	-70.231	8.7	0.7
24-Mar-1999	251	47.696	-70.09	9.1	0.5
25-Mar-1999	676	47.412	-70.446	18	0
08-Apr-1999	1331	47.401	-70.504	10.2	1.5
10-Apr-1999	188	47.499	-70.078	10.7	-0.6
11-Apr-1999	46	47.718	-70.254	18	1
18-Apr-1999	1221	47.436	-70.469	9.2	2.5
22-Apr-1999	1161	47.127	-70.484	18	1.4
24-Apr-1999	261	47.489	-70.079	14	-0.6
03-May-1999	834	47.587	-70.272	4.6	1.6
05-May-1999	1112	47.317	-70.384	11.6	1.3
06-May-1999	129	47.52	-70.293	10.9	1
12-May-1999	1027	47.57	-70.513	18	-0.2
14-May-1999	1275	47.637	-70.224	10	1.4
14-May-1999	564	47.407	-70.481	11.2	1.7
16-May-1999	22	47.659	-70.228	7.9	2.1
23-May-1999	11	47.355	-70.002	23.5	1.2
28-May-1999	650	47.55	-70.076	15.3	1.4
29-May-1999	150	47.548	-70.356	4.2	1
03-Jun-1999	489	47.042	-70.664	18	1.5
05-Jun-1999	1349	47.718	-69.854	12.4	0
06-Jun-1999	603	47.484	-70.409	5.6	-0.1
07-Jun-1999	245	47.424	-70.095	6.3	-0.1
08-Jun-1999	384	47.366	-70.339	9.7	1.2
10-Jun-1999	162	47.447	-70.385	7	1
11-Jun-1999	222	47.791	-69.821	18.4	-0.2
15-Jun-1999	1124	47.396	-70.466	16.5	0
16-Jun-1999	1254	47.398	-70.468	18	0.4
18-Jun-1999	1056	47.544	-70.261	6.2	-0.5
19-Jun-1999	811	47.372	-70.298	10.3	-0.2
19-Jun-1999	324	47.524	-70.359	11.2	-0.5
23-Jun-1999	1018	47.694	-70.1	10.4	0.2
23-Jun-1999	17	47.56	-70.312	10.4	-0.4
26-Jun-1999	174	47.73	-70.052	4.5	1.7
27-Jun-1999	848	47.511	-70.365	6	0.4
30-Jun-1999	903	47.363	-70.389	18	0.3
01-Jul-1999	42	47.48	-70.21	12.6	-0.2
03-Jul-1999	797	47.037	-70.945	18	1.8
04-Jul-1999	1363	47.49	-70.151	20.4	-0.8
05-Jul-1999	358	47.576	-70.248	1.2	-0.2
12-Jul-1999	700	47.383	-70.457	18	0.8
16-Jul-1999	1334	47.736	-70.213	7.8	0.2
18-Jul-1999	147	47.486	-70.4	4.7	1.1
21-Jul-1999	578	47.597	-69.998	0.6	1.7
30-Jul-1999	868	47.671	-69.912	8.5	-0.2
30-Jul-1999	152	47.644	-69.891	12	0
01-Aug-1999	71	47.6	-70.238	12	-0.3
02-Aug-1999	168	47.583	-69.983	8.7	-0.3
13-Aug-1999	303	47.448	-70.02	11.4	2.1
15-Aug-1999	1138	47.406	-70.384	9.2	-0.6
19-Aug-1999	1197	47.725	-70.119	7.3	-0.3
21-Aug-1999	24	47.596	-70.272	6.3	1.3
24-Aug-1999	440	47.623	-70.232	9.1	1.3
01-Sep-1999	1022	47.587	-70.248	6.4	-0.4
02-Sep-1999	1080	47.466	-70.402	7.7	1.5
04-Sep-1999	971	47.395	-70.19	8.5	-0.9
05-Sep-1999	1403	47.498	-70.088	14.6	0.1
08-Sep-1999	898	47.435	-70.213	12.6	1.3
11-Sep-1999	127	47.625	-70.162	6.9	0
17-Sep-1999	479	47.618	-70.16	9.2	-1
18-Sep-1999	969	47.515	-70.036	12.2	2.7
19-Sep-1999	127	47.482	-70.433	11.2	0.7
21-Sep-1999	249	48.195	-69.467	18	1.8
21-Sep-1999	28	47.5	-70.221	10.9	-0.4
28-Sep-1999	184	47.509	-70.023	15.1	-0.5
02-Oct-1999	1075	47.694	-70.074	5.3	1.4
05-Oct-1999	119	47.34	-70.371	7.7	1.3
13-Oct-1999	694	47.626	-70.293	11.8	1
15-Oct-1999	853	47.41	-70.451	5.3	1.8
15-Oct-1999	472	47.481	-70.376	2.6	1.2
17-Oct-1999	990	47.466	-70.03	17.1	1.2
20-Oct-1999	321	47.766	-70.105	18	-1
21-Oct-1999	628	47.629	-69.898	14.4	0.1
21-Oct-1999	135	47.42	-70.333	10.6	-0.5
23-Oct-1999	5	47.591	-70.237	12.6	-0.2
24-Oct-1999	608	47.706	-69.804	10.7	1.3
31-Oct-1999	380	47.415	-70.451	9	1.7
05-Nov-1999	392	47.467	-69.99	12.8	0.5
08-Nov-1999	85	47.599	-70.229	6.1	-0.2
15-Nov-1999	11	47.631	-70.24	13.5	-0.3
20-Nov-1999	1057	47.408	-70.152	9.6	1
20-Nov-1999	869	47.504	-70.042	12.1	0.5
20-Nov-1999	287	47.428	-70.449	3	1.5
22-Nov-1999	1108	47.839	-69.972	20.4	1.3
25-Nov-1999	1372	47.615	-70.149	13.7	1.8
27-Nov-1999	397	47.437	-70.151	14.5	-0.3
28-Nov-1999	519	47.482	-70.363	6.5	2
28-Nov-1999	346	47.6	-69.984	10.8	-0.9
30-Nov-1999	662	47.452	-70.029	14.3	-0.5
30-Nov-1999	333	47.44	-70.162	23	0.2
09-Dec-1999	449	47.582	-70.214	7.6	1.4
10-Dec-1999	1325	47.547	-70.063	10.2	1.5
10-Dec-1999	144	47.441	-70.106	7.8	2.1
11-Dec-1999	1326	47.757	-69.503	10	0.8
13-Dec-1999	624	47.591	-69.978	9.7	0.1
14-Dec-1999	750	47.797	-69.951	17.1	1.7
15-Dec-1999	820	47.494	-70.403	18	-0.4
20-Dec-1999	699	47.386	-70.254	13.4	1.9
23-Dec-1999	576	47.683	-69.809	20.7	1.8
27-Dec-1999	249	47.468	-70.126	19.7	1.3
27-Dec-1999	122	47.619	-70.231	13.7	0.9
31-Dec-1999	63	47.576	-70.331	6.7	-0.1
